timestamp,timeframe,candle_time,open,high,low,close,supertrend,supertrend_direction,jma,jma_direction,candle_average,signal,reasons
2024-10-15T13:13:45.406899,15s,2024-10-15T13:13:30,51823.5,51829.7,51821.35,51821.35,nan,0.0,nan,0.0,51825.049999999996,Neutral,
2024-10-15T13:14:00.071804,15s,2024-10-15T13:13:45,51824.35,51831.45,51824.2,51829.05,51841.32,0.0,nan,0.0,51826.05,Neutral,
2024-10-15T13:14:15.252771,15s,2024-10-15T13:14:00,51826.9,51836.25,51826.5,51833.1,51841.32,0.0,nan,0.0,51827.46000000001,Neutral,
2024-10-15T13:14:30.288916,15s,2024-10-15T13:14:15,51832.1,51839.4,51830.5,51838.5,51841.32,0.0,47342.98,0.0,51829.30000000001,Neutral,
2024-10-15T13:14:45.173755,15s,2024-10-15T13:14:30,51837.0,51839.85,51834.4,51837.2,51841.32,0.0,49400.53,1.0,51830.42857142858,Neutral,
2024-10-15T13:15:00.506241,15s,2024-10-15T13:14:45,51836.8,51837.65,51815.3,51819.2,51841.32,-1.0,50532.62,1.0,51829.02500000001,Neutral,
2024-10-15T13:15:15.278125,15s,2024-10-15T13:15:00,51815.8,51823.4,51807.95,51821.1,51841.32,-1.0,51142.67,1.0,51828.14444444445,Neutral,
2024-10-15T13:15:30.082999,15s,2024-10-15T13:15:15,51824.0,51825.3,51814.4,51825.3,51841.32,-1.0,51467.87,1.0,51827.86,Neutral,
2024-10-15T13:16:45.555715,15s,2024-10-15T13:16:30,51838.3,51839.55,51833.0,51833.0,51841.32,-1.0,51820.87,1.0,51829.79499999999,Neutral,
2024-10-15T13:17:00.217317,15s,2024-10-15T13:16:45,51832.75,51846.7,51830.7,51843.65,51817.52,1.0,51830.74,1.0,51830.31,Bullish,Supertrend and JMA are bullish
2024-10-15T13:17:15.524329,15s,2024-10-15T13:17:00,51846.65,51848.1,51837.35,51845.1,51820.11,1.0,51837.79,1.0,51831.09999999999,Bullish,Supertrend and JMA are bullish
2024-10-15T13:36:00.241681,15s,2024-10-15T13:35:45,51898.55,51911.05,51894.5,51906.85,51881.81,1.0,51901.02,1.0,51893.78,Bullish,Supertrend and JMA are bullish
2024-10-15T13:36:15.202234,15s,2024-10-15T13:36:00,51906.6,51913.5,51905.0,51905.0,51888.58,1.0,51903.74,1.0,51895.28,Bullish,Supertrend and JMA are bullish
2024-10-15T13:36:30.204682,15s,2024-10-15T13:36:15,51911.15,51916.55,51907.6,51910.3,51892.33,1.0,51908.65,1.0,51897.32,Bullish,Supertrend and JMA are bullish
2024-10-15T13:36:45.122230,15s,2024-10-15T13:36:30,51910.6,51918.35,51908.15,51918.3,51893.29,1.0,51912.78,1.0,51900.465,Bullish,Supertrend and JMA are bullish
2024-10-15T13:37:00.450157,15s,2024-10-15T13:36:45,51918.1,51918.75,51908.9,51910.65,51893.95,1.0,51914.04,1.0,51902.869999999995,Bullish,Supertrend and JMA are bullish
2024-10-15T13:37:15.473725,15s,2024-10-15T13:37:00,51908.75,51912.2,51905.7,51908.55,51893.95,1.0,51913.02,-1.0,51904.560000000005,Neutral,
2024-10-15T13:37:30.108676,15s,2024-10-15T13:37:15,51908.25,51908.25,51900.9,51903.65,51893.95,1.0,51910.03,-1.0,51905.765,Neutral,
2024-10-15T13:37:45.440546,15s,2024-10-15T13:37:30,51904.45,51904.45,51899.25,51901.65,51893.95,1.0,51906.52,-1.0,51906.33,Neutral,
2024-10-15T13:38:00.157356,15s,2024-10-15T13:37:45,51900.25,51910.15,51899.75,51906.3,51893.95,1.0,51905.12,-1.0,51906.97,Neutral,
2024-10-15T13:38:15.178266,15s,2024-10-15T13:38:00,51905.25,51913.3,51900.6,51910.6,51893.95,1.0,51906.24,1.0,51908.185000000005,Bullish,Supertrend and JMA are bullish
2024-10-15T13:38:30.542679,15s,2024-10-15T13:38:15,51912.55,51914.6,51904.4,51908.2,51893.95,1.0,51907.33,1.0,51908.32,Bullish,Supertrend and JMA are bullish
2024-10-15T13:38:45.071167,15s,2024-10-15T13:38:30,51908.0,51916.3,51905.25,51913.9,51893.95,1.0,51909.58,1.0,51909.21,Bullish,Supertrend and JMA are bullish
2024-10-15T13:39:00.443256,15s,2024-10-15T13:38:45,51914.05,51916.6,51910.65,51910.65,51895.91,1.0,51910.82,1.0,51909.245,Bullish,Supertrend and JMA are bullish
2024-10-15T13:39:15.338559,15s,2024-10-15T13:39:00,51910.95,51925.7,51910.85,51920.4,51896.43,1.0,51914.0,1.0,51909.455,Bullish,Supertrend and JMA are bullish
2024-10-15T13:39:30.251241,15s,2024-10-15T13:39:15,51920.0,51927.05,51920.0,51921.95,51904.26,1.0,51917.66,1.0,51910.58500000001,Bullish,Supertrend and JMA are bullish
2024-10-15T13:39:45.276200,15s,2024-10-15T13:39:30,51920.85,51925.05,51916.15,51916.15,51904.26,1.0,51918.78,1.0,51911.345000000016,Bullish,Supertrend and JMA are bullish
2024-10-15T13:40:00.091885,15s,2024-10-15T13:39:45,51916.45,51922.25,51914.2,51914.6,51904.26,1.0,51918.0,-1.0,51912.44,Neutral,
2024-10-15T13:40:15.493759,15s,2024-10-15T13:40:00,51915.55,51920.1,51910.45,51915.55,51904.26,1.0,51917.03,-1.0,51913.83,Neutral,
2024-10-15T13:40:30.510675,15s,2024-10-15T13:40:15,51914.8,51917.3,51907.65,51912.15,51904.26,1.0,51915.35,-1.0,51914.41499999999,Neutral,
2024-10-15T13:40:45.184179,15s,2024-10-15T13:40:30,51912.35,51922.55,51911.95,51922.55,51904.26,1.0,51916.75,1.0,51915.61,Bullish,Supertrend and JMA are bullish
2024-10-15T13:41:00.439370,15s,2024-10-15T13:40:45,51923.2,51929.25,51917.7,51921.05,51904.26,1.0,51918.71,1.0,51916.895000000004,Bullish,Supertrend and JMA are bullish
2024-10-15T13:41:15.087695,15s,2024-10-15T13:41:00,51920.4,51924.75,51916.85,51923.2,51904.26,1.0,51920.8,1.0,51917.825,Bullish,Supertrend and JMA are bullish
2024-10-15T13:41:30.492175,15s,2024-10-15T13:41:15,51924.3,51925.05,51912.65,51921.4,51904.26,1.0,51921.83,1.0,51918.90000000001,Bullish,Supertrend and JMA are bullish
2024-10-15T13:41:45.272430,15s,2024-10-15T13:41:30,51920.0,51924.25,51913.05,51914.75,51904.27,1.0,51920.23,-1.0,51918.33500000001,Neutral,
2024-10-15T13:42:00.549348,15s,2024-10-15T13:41:45,51914.35,51924.3,51913.9,51923.2,51904.27,1.0,51920.37,1.0,51918.46000000001,Bullish,Supertrend and JMA are bullish
