timestamp,timeframe,token,open,high,low,close,signal,reasons
2024-10-15T22:49:04.875709,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T22:49:06.378749,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T22:49:43.484151,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T22:49:47.479746,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T22:50:02.027184,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T22:50:14.061466,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T22:51:00.174291,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T22:51:06.699459,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T22:51:15.734303,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T22:51:33.310547,5s,432294,5930.0,5931.0,5930.0,5931.0,Neutral,
2024-10-15T22:51:41.336570,5s,432294,5932.0,5932.0,5931.0,5931.0,Neutral,
2024-10-15T22:51:51.860996,5s,432294,5930.0,5933.0,5930.0,5933.0,Neutral,
2024-10-15T22:51:55.880848,5s,432294,5931.0,5932.0,5931.0,5932.0,Neutral,
2024-10-15T22:52:11.416029,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T22:52:16.426773,5s,432294,5929.0,5930.0,5929.0,5930.0,Neutral,
2024-10-15T22:52:28.972418,5s,432294,5929.0,5930.0,5929.0,5930.0,Neutral,
2024-10-15T22:52:34.487176,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:52:38.009456,5s,432294,5934.0,5934.0,5934.0,5934.0,Neutral,
2024-10-15T22:52:51.549423,5s,432294,5932.0,5932.0,5932.0,5932.0,Neutral,
2024-10-15T22:52:59.064954,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:53:02.079848,5s,432294,5934.0,5934.0,5934.0,5934.0,Neutral,
2024-10-15T22:53:07.091777,5s,432294,5932.0,5935.0,5932.0,5935.0,Neutral,
2024-10-15T22:53:15.614489,5s,432294,5936.0,5936.0,5936.0,5936.0,Neutral,
2024-10-15T22:53:44.201783,5s,432294,5937.0,5937.0,5937.0,5937.0,Neutral,
2024-10-15T22:53:58.746415,5s,432294,5938.0,5938.0,5938.0,5938.0,Neutral,
2024-10-15T22:54:11.782310,5s,432294,5940.0,5940.0,5940.0,5940.0,Neutral,
2024-10-15T22:54:24.321786,5s,432294,5937.0,5937.0,5937.0,5937.0,Neutral,
2024-10-15T22:54:25.847844,5s,432294,5936.0,5936.0,5936.0,5936.0,Neutral,
2024-10-15T22:54:41.387222,5s,432294,5937.0,5937.0,5937.0,5937.0,Neutral,
2024-10-15T22:54:57.443842,5s,432294,5939.0,5939.0,5939.0,5939.0,Neutral,
2024-10-15T22:55:13.509389,5s,432294,5936.0,5937.0,5936.0,5937.0,Neutral,
2024-10-15T22:55:26.553821,5s,432294,5936.0,5936.0,5936.0,5936.0,Neutral,
2024-10-15T22:55:36.595220,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:55:47.125519,5s,432294,5935.0,5935.0,5935.0,5935.0,Neutral,
2024-10-15T22:56:00.158230,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:56:20.243037,5s,432294,5931.0,5931.0,5931.0,5931.0,Neutral,
2024-10-15T22:56:26.756489,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T22:56:36.787785,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:56:47.325592,5s,432294,5932.0,5933.0,5932.0,5933.0,Neutral,
2024-10-15T22:56:58.347372,5s,432294,5931.0,5931.0,5931.0,5931.0,Neutral,
2024-10-15T22:57:12.382968,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:57:27.918618,5s,432294,5931.0,5931.0,5931.0,5931.0,Neutral,
2024-10-15T22:57:31.442825,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T22:58:22.066217,5s,432294,5932.0,5932.0,5932.0,5932.0,Neutral,
2024-10-15T22:58:52.135392,5s,432294,5931.0,5931.0,5931.0,5931.0,Neutral,
2024-10-15T22:59:10.182450,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:59:16.712404,5s,432294,5935.0,5935.0,5935.0,5935.0,Neutral,
2024-10-15T22:59:24.739875,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T22:59:30.760645,5s,432294,5935.0,5935.0,5935.0,5935.0,Neutral,
2024-10-15T22:59:46.806847,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T23:00:01.390469,5s,432294,5935.0,5935.0,5935.0,5935.0,Neutral,
2024-10-15T23:00:08.410228,5s,432294,5933.0,5933.0,5933.0,5933.0,Neutral,
2024-10-15T23:00:10.915512,5s,432294,5932.0,5932.0,5931.0,5931.0,Neutral,
2024-10-15T23:00:23.460974,5s,432294,5932.0,5934.0,5932.0,5934.0,Neutral,
2024-10-15T23:00:35.031367,5s,432294,5935.0,5935.0,5935.0,5935.0,Neutral,
2024-10-15T23:00:36.009870,5s,432294,5932.0,5932.0,5932.0,5932.0,Neutral,
2024-10-15T23:00:51.555610,5s,432294,5934.0,5934.0,5933.0,5933.0,Neutral,
2024-10-15T23:01:01.101296,5s,432294,5932.0,5932.0,5932.0,5932.0,Neutral,
2024-10-15T23:01:06.620995,5s,432294,5931.0,5931.0,5931.0,5931.0,Neutral,
2024-10-15T23:01:19.149952,5s,432294,5928.0,5930.0,5928.0,5930.0,Neutral,
2024-10-15T23:01:43.220236,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:02:10.294859,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:02:33.380022,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:03:08.478441,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:03:29.534239,5s,432294,5927.0,5927.0,5926.0,5926.0,Neutral,
2024-10-15T23:04:03.623375,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:04:08.138366,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:04:19.675092,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:04:53.761329,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:04:57.272247,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:05:09.313959,5s,432294,5928.0,5928.0,5926.0,5926.0,Neutral,
2024-10-15T23:05:14.351178,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:05:24.885447,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:05:33.413744,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:05:37.929214,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:05:40.941359,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:05:54.996071,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:05:58.011243,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:06:03.030915,5s,432294,5925.0,5925.0,5924.0,5924.0,Neutral,
2024-10-15T23:06:17.066760,5s,432294,5926.0,5926.0,5925.0,5925.0,Neutral,
2024-10-15T23:06:24.592846,5s,432294,5928.0,5928.0,5927.0,5927.0,Neutral,
2024-10-15T23:06:28.612409,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:06:42.649658,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:06:49.164358,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:06:51.670146,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:07:37.792000,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:08:31.443030,5s,432294,5927.0,5928.0,5927.0,5928.0,Neutral,
2024-10-15T23:08:38.469363,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:08:52.508306,5s,432294,5928.0,5930.0,5928.0,5930.0,Neutral,
2024-10-15T23:08:57.029175,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:09:12.578131,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:09:34.630782,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:09:47.692256,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:09:55.216248,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:10:14.289762,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:10:29.348603,5s,432294,5927.0,5927.0,5925.0,5925.0,Neutral,
2024-10-15T23:10:51.403508,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:11:07.447429,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:11:12.963421,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:11:17.479343,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:11:23.494610,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:11:31.018577,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:11:43.071497,5s,432294,5928.0,5928.0,5924.0,5925.0,Neutral,
2024-10-15T23:11:46.590900,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:11:51.113475,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:11:55.645414,5s,432294,5925.0,5926.0,5925.0,5925.0,Neutral,
2024-10-15T23:12:05.174187,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:12:11.704624,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:12:19.727870,5s,432294,5925.0,5925.0,5922.0,5922.0,Neutral,
2024-10-15T23:12:22.250437,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:12:28.267313,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:12:31.282541,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:12:39.310201,5s,432294,5919.0,5922.0,5918.0,5918.0,Neutral,
2024-10-15T23:12:41.317362,5s,432294,5919.0,5919.0,5919.0,5919.0,Neutral,
2024-10-15T23:12:52.851520,5s,432294,5918.0,5919.0,5918.0,5919.0,Neutral,
2024-10-15T23:13:04.391011,5s,432294,5920.0,5920.0,5920.0,5920.0,Neutral,
2024-10-15T23:13:05.906194,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:13:12.927662,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:13:27.959092,5s,432294,5919.0,5919.0,5919.0,5919.0,Neutral,
2024-10-15T23:13:35.979807,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:13:54.027166,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:14:11.567450,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:14:46.660447,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:15:00.210705,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:15:07.241783,5s,432294,5923.0,5923.0,5921.0,5923.0,Neutral,
2024-10-15T23:15:21.288438,5s,432294,5925.0,5927.0,5925.0,5927.0,Neutral,
2024-10-15T23:15:28.824057,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:15:36.341493,5s,432294,5927.0,5927.0,5927.0,5927.0,Neutral,
2024-10-15T23:15:48.882873,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:15:51.890286,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:16:02.425645,5s,432294,5925.0,5927.0,5925.0,5927.0,Neutral,
2024-10-15T23:16:06.935492,5s,432294,5930.0,5930.0,5927.0,5927.0,Neutral,
2024-10-15T23:16:11.972558,5s,432294,5929.0,5930.0,5929.0,5930.0,Neutral,
2024-10-15T23:16:16.995861,5s,432294,5929.0,5930.0,5929.0,5930.0,Neutral,
2024-10-15T23:16:29.523650,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:16:32.060664,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:16:39.073093,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:16:47.597062,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:16:52.116762,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:17:07.655987,5s,432294,5929.0,5929.0,5928.0,5928.0,Neutral,
2024-10-15T23:17:12.172306,5s,432294,5926.0,5927.0,5926.0,5927.0,Neutral,
2024-10-15T23:17:24.714078,5s,432294,5925.0,5927.0,5925.0,5927.0,Neutral,
2024-10-15T23:17:27.732708,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:17:36.253853,5s,432294,5926.0,5928.0,5926.0,5928.0,Neutral,
2024-10-15T23:17:41.280500,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:17:57.332381,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:18:05.360318,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:18:12.387790,5s,432294,5928.0,5929.0,5928.0,5929.0,Neutral,
2024-10-15T23:18:32.454297,5s,432294,5930.0,5930.0,5930.0,5930.0,Neutral,
2024-10-15T23:18:41.522522,5s,432294,5928.0,5928.0,5928.0,5928.0,Neutral,
2024-10-15T23:19:09.086215,5s,432294,5926.0,5926.0,5923.0,5923.0,Neutral,
2024-10-15T23:19:16.603767,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:19:40.162842,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:20:07.259085,5s,432294,5929.0,5929.0,5929.0,5929.0,Neutral,
2024-10-15T23:20:10.779465,5s,432294,5928.0,5928.0,5927.0,5927.0,Neutral,
2024-10-15T23:20:21.333096,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:20:26.351865,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:20:34.397634,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:20:36.916793,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:21:23.539016,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:21:29.579285,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:21:31.605702,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:21:58.693877,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:22:18.260583,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:22:23.279237,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:22:40.838494,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:22:45.875937,5s,432294,5922.0,5924.0,5922.0,5924.0,Neutral,
2024-10-15T23:22:52.404149,5s,432294,5922.0,5924.0,5922.0,5924.0,Neutral,
2024-10-15T23:23:07.456646,5s,432294,5925.0,5927.0,5925.0,5927.0,Neutral,
2024-10-15T23:23:12.982485,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:23:18.006570,5s,432294,5924.0,5926.0,5924.0,5926.0,Neutral,
2024-10-15T23:23:23.517880,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:23:29.551548,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:23:37.082616,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:23:41.602530,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:23:52.642896,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:24:01.665096,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:24:12.703544,5s,432294,5925.0,5926.0,5925.0,5926.0,Neutral,
2024-10-15T23:24:19.736263,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:24:22.272623,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:24:35.308439,5s,432294,5926.0,5926.0,5926.0,5926.0,Neutral,
2024-10-15T23:24:51.408167,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:25:12.991155,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:25:17.518560,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:25:44.098358,5s,432294,5922.0,5923.0,5922.0,5923.0,Neutral,
2024-10-15T23:25:52.126277,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:25:56.653433,5s,432294,5922.0,5922.0,5920.0,5920.0,Neutral,
2024-10-15T23:26:05.679162,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:26:25.743415,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:26:36.294873,5s,432294,5924.0,5925.0,5924.0,5925.0,Neutral,
2024-10-15T23:26:40.818132,5s,432294,5924.0,5924.0,5922.0,5922.0,Neutral,
2024-10-15T23:27:03.899256,5s,432294,5923.0,5923.0,5923.0,5923.0,Neutral,
2024-10-15T23:27:13.433235,5s,432294,5924.0,5925.0,5924.0,5925.0,Neutral,
2024-10-15T23:27:20.978794,5s,432294,5921.0,5923.0,5921.0,5923.0,Neutral,
2024-10-15T23:27:32.023611,5s,432294,5924.0,5926.0,5924.0,5926.0,Neutral,
2024-10-15T23:27:40.556292,5s,432294,5921.0,5921.0,5921.0,5921.0,Neutral,
2024-10-15T23:28:01.111754,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:28:06.635821,5s,432294,5922.0,5922.0,5922.0,5922.0,Neutral,
2024-10-15T23:28:17.661881,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:28:55.257487,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:29:08.803118,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:29:13.316243,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:29:16.824276,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:29:24.857276,5s,432294,5924.0,5924.0,5924.0,5924.0,Neutral,
2024-10-15T23:29:25.857722,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:29:34.391450,5s,432294,5924.0,5926.0,5924.0,5924.0,Neutral,
2024-10-15T23:29:40.912244,5s,432294,5925.0,5925.0,5925.0,5925.0,Neutral,
2024-10-15T23:29:45.925525,5s,432294,5924.0,5925.0,5924.0,5924.0,Neutral,
2024-10-15T23:29:51.988414,5s,432294,5921.0,5924.0,5921.0,5924.0,Neutral,
