tt,open,high,low,close,long_stop,short_stop,ce_direction
2024-08-01 11:09:00,51712.7,51731.1,51708.25,51727.95,51708.0840491313,51733.0159508687,1.0
2024-08-01 11:10:00,51729.5,51741.85,51720.8,51738.95,51718.492024565654,51733.0159508687,1.0
2024-08-01 11:11:00,51741.9,51768.6,51740.35,51756.4,51731.346012282826,51764.00398771717,1.0
2024-08-01 11:12:00,51756.75,51767.25,51756.15,51767.25,51749.17300614141,51764.00398771717,1.0
2024-08-01 11:13:00,51767.1,51776.65,51762.7,51775.6,51759.58650307071,51783.26349692929,1.0
2024-08-01 11:14:00,51775.5,51779.25,51748.4,51750.3,51759.58650307071,51773.73174846465,-1.0
2024-08-01 11:15:00,51749.6,51750.15,51732.85,51736.15,51729.859125767674,51756.59087423233,-1.0
2024-08-01 11:16:00,51736.95,51740.9,51729.25,51738.95,51729.859125767674,51752.19543711616,-1.0
2024-08-01 11:17:00,51739.2,51747.45,51732.45,51738.65,51729.859125767674,51752.19543711616,-1.0
2024-08-01 11:18:00,51737.35,51747.45,51737.15,51746.35,51733.43864072096,51751.56135927904,-1.0
2024-08-01 11:19:00,51746.9,51748.75,51730.75,51731.55,51733.43864072096,51747.00567963952,-1.0
2024-08-01 11:20:00,51733.4,51745.85,51729.45,51742.0,51726.072160180236,51747.00567963952,-1.0
2024-08-01 11:21:00,51741.7,51757.65,51737.6,51753.8,51735.81108009012,51747.00567963952,1.0
2024-08-01 11:22:00,51754.3,51755.55,51741.25,51748.4,51737.65554004506,51764.544459954945,1.0
2024-08-01 11:23:00,51747.4,51751.9,51739.35,51746.9,51737.65554004506,51761.247229977474,1.0
2024-08-01 11:24:00,51746.45,51756.2,51744.65,51752.95,51740.00138501127,51759.84861498873,1.0
2024-08-01 11:25:00,51752.0,51763.1,51749.0,51757.55,51744.02569250564,51759.84861498873,1.0
2024-08-01 11:26:00,51756.65,51761.7,51742.75,51745.95,51744.02569250564,51759.84861498873,1.0
2024-08-01 11:27:00,51748.15,51751.9,51742.0,51751.9,51744.02569250564,51759.01857687359,1.0
2024-08-01 11:28:00,51751.4,51757.8,51744.1,51756.25,51744.02569250564,51759.01857687359,1.0
2024-08-01 11:29:00,51757.4,51765.4,51750.25,51755.45,51744.02569250564,51759.01857687359,1.0
2024-08-01 11:30:00,51751.7,51760.35,51746.35,51758.35,51744.2164278908,51759.01857687359,1.0
2024-08-01 11:31:00,51758.7,51764.5,51753.1,51756.9,51745.5832139454,51759.01857687359,1.0
2024-08-01 11:32:00,51753.7,51754.6,51745.15,51747.35,51745.5832139454,51759.01857687359,1.0
2024-08-01 11:33:00,51747.7,51753.85,51744.5,51751.15,51745.5832139454,51758.15419651365,1.0
2024-08-01 11:34:00,51750.75,51756.3,51744.95,51748.7,51745.5832139454,51758.15419651365,1.0
2024-08-01 11:35:00,51749.05,51752.05,51735.4,51737.75,51745.5832139454,51751.613549128415,-1.0
2024-08-01 11:36:00,51739.2,51742.05,51731.35,51741.25,51728.96822543579,51750.03177456421,-1.0
2024-08-01 11:37:00,51740.15,51750.6,51738.25,51748.8,51736.4841127179,51750.03177456421,-1.0
2024-08-01 11:38:00,51749.15,51759.9,51746.9,51757.15,51744.49205635895,51750.03177456421,1.0
2024-08-01 11:39:00,51756.9,51760.75,51751.15,51753.75,51746.02102817948,51764.87897182052,1.0
2024-08-01 11:40:00,51752.6,51762.9,51748.05,51756.0,51746.02102817948,51764.87897182052,1.0
2024-08-01 11:41:00,51755.3,51755.85,51740.9,51742.25,51746.02102817948,51756.29474295513,-1.0
2024-08-01 11:42:00,51741.5,51741.5,51704.2,51706.5,51716.202628522435,51732.547371477565,-1.0
2024-08-01 11:43:00,51706.45,51713.35,51695.75,51695.95,51684.67631426122,51717.77368573878,-1.0
2024-08-01 11:44:00,51696.1,51711.95,51695.0,51704.35,51684.96315713061,51715.33684286939,-1.0
2024-08-01 11:45:00,51705.05,51710.75,51699.0,51707.45,51691.8815785653,51715.33684286939,-1.0
2024-08-01 11:46:00,51708.05,51713.2,51702.5,51706.45,51694.31578928265,51715.33684286939,-1.0
2024-08-01 11:47:00,51705.2,51714.55,51703.75,51709.8,51697.83289464133,51715.33684286939,-1.0
2024-08-01 11:48:00,51708.75,51722.7,51706.4,51721.45,51707.31644732066,51715.33684286939,1.0
2024-08-01 11:49:00,51721.1,51723.9,51688.5,51689.3,51707.31644732066,51714.06677633967,-1.0
2024-08-01 11:50:00,51686.65,51712.2,51685.7,51711.0,51685.36661183016,51714.06677633967,-1.0
2024-08-01 11:51:00,51709.7,51713.25,51697.3,51712.95,51692.15830591508,51714.06677633967,-1.0
2024-08-01 11:52:00,51711.2,51723.05,51710.1,51720.45,51703.579152957536,51714.06677633967,1.0
2024-08-01 11:53:00,51720.7,51727.85,51719.55,51720.15,51707.86457647877,51732.735423521226,1.0
2024-08-01 11:54:00,51721.6,51725.1,51713.2,51717.1,51707.90728823939,51729.34271176061,1.0
2024-08-01 11:55:00,51719.65,51721.4,51710.95,51716.6,51707.90728823939,51727.94635588031,1.0
2024-08-01 11:56:00,51715.2,51720.9,51704.95,51705.6,51707.90728823939,51719.24817794016,-1.0
2024-08-01 11:57:00,51705.4,51709.35,51701.45,51707.05,51696.27591102992,51716.37408897008,-1.0
2024-08-01 11:58:00,51704.7,51720.15,51700.2,51706.0,51696.27591102992,51716.37408897008,-1.0
2024-08-01 11:59:00,51706.2,51711.3,51701.6,51707.6,51696.27591102992,51716.37408897008,-1.0
2024-08-01 12:00:00,51708.45,51719.15,51703.15,51710.1,51696.27591102992,51716.37408897008,-1.0
2024-08-01 12:01:00,51708.35,51726.75,51708.35,51724.6,51708.26724443937,51716.37408897008,1.0
2024-08-01 12:02:00,51724.85,51726.9,51719.65,51719.65,51712.80862221968,51731.44137778032,1.0
2024-08-01 12:03:00,51719.1,51728.6,51717.25,51725.35,51713.77931110984,51731.22068889016,1.0
2024-08-01 12:04:00,51725.75,51738.9,51724.85,51736.3,51723.48965555492,51731.22068889016,1.0
2024-08-01 12:05:00,51731.9,51746.3,51731.9,51744.1,51730.49482777746,51749.90517222254,1.0
2024-08-01 12:06:00,51740.35,51755.4,51722.95,51727.05,51730.49482777746,51749.90517222254,-1.0
2024-08-01 12:07:00,51729.55,51732.0,51711.5,51713.8,51705.286206944365,51735.56379305564,-1.0
2024-08-01 12:08:00,51715.0,51728.35,51714.05,51721.6,51705.286206944365,51731.956896527816,-1.0
2024-08-01 12:09:00,51721.3,51726.7,51716.45,51717.85,51707.39655173609,51731.956896527816,-1.0
2024-08-01 12:10:00,51718.4,51731.2,51716.25,51727.05,51712.47327586805,51731.956896527816,-1.0
2024-08-01 12:11:00,51727.7,51740.05,51710.55,51715.15,51712.47327586805,51731.956896527816,-1.0
2024-08-01 12:12:00,51715.4,51716.9,51699.55,51701.45,51712.47327586805,51721.144181032985,-1.0
2024-08-01 12:13:00,51703.65,51705.4,51689.2,51693.55,51683.502909483504,51711.497090516496,-1.0
2024-08-01 12:14:00,51694.1,51712.15,51689.5,51711.0,51690.70145474175,51711.497090516496,-1.0
2024-08-01 12:15:00,51706.65,51716.65,51699.65,51705.5,51692.350727370875,51711.497090516496,-1.0
2024-08-01 12:16:00,51707.7,51709.1,51687.8,51691.8,51692.350727370875,51711.497090516496,-1.0
2024-08-01 12:17:00,51689.75,51708.8,51686.9,51703.5,51682.56268184272,51711.497090516496,-1.0
2024-08-01 12:18:00,51705.75,51721.35,51703.25,51721.35,51701.83134092136,51711.497090516496,1.0
2024-08-01 12:19:00,51721.55,51723.3,51705.6,51708.6,51702.74067046068,51727.20932953932,1.0
2024-08-01 12:20:00,51709.3,51717.6,51704.8,51707.1,51702.74067046068,51722.804664769654,1.0
2024-08-01 12:21:00,51707.9,51709.7,51699.25,51703.2,51702.74067046068,51716.27733238482,1.0
2024-08-01 12:22:00,51704.5,51713.4,51698.8,51704.05,51702.74067046068,51716.27733238482,1.0
2024-08-01 12:23:00,51704.65,51707.5,51694.5,51699.05,51702.74067046068,51712.46933309621,-1.0
2024-08-01 12:24:00,51698.0,51699.05,51692.2,51692.2,51688.9153334519,51702.3346665481,-1.0
