2024-07-26 19:46:10,CRUDEOILM14AUG24P6500,SHORT_EXIT,180.0,2024-07-26 19:46:15.019723
2024-07-26 19:46:10,CRUDEOILM14AUG24C6500,LONG ENTRY,151.65,2024-07-26 19:46:15.022678
2024-07-26 19:46:30,CRUDEOILM14AUG24C6500,LONG_EXIT,151.5,2024-07-26 19:46:35.012153
2024-07-26 19:46:30,CRUDEOILM14AUG24P6500,SHORT ENTRY,179.5,2024-07-26 19:46:35.013011
2024-07-26 19:50:20,CRUDEOILM14AUG24P6500,SHORT_EXIT,184.55,2024-07-26 19:50:25.012907
2024-07-26 19:50:20,CRUDEOILM14AUG24C6500,LONG ENTRY,149.0,2024-07-26 19:50:25.018061
2024-07-26 19:50:50,CRUDEOILM14AUG24C6500,LONG_EXIT,149.6,2024-07-26 19:50:55.077078
2024-07-26 19:50:50,CRUDEOILM14AUG24P6500,SHORT ENTRY,186.0,2024-07-26 19:50:55.079712
2024-07-26 19:52:30,CRUDEOILM14AUG24P6500,SHORT_EXIT,192.85,2024-07-26 19:52:35.073972
2024-07-26 19:52:30,CRUDEOILM14AUG24C6500,LONG ENTRY,143.85,2024-07-26 19:52:35.077087
2024-07-26 19:52:40,CRUDEOILM14AUG24C6500,LONG_EXIT,143.5,2024-07-26 19:52:45.083704
2024-07-26 19:52:40,CRUDEOILM14AUG24P6500,SHORT ENTRY,194.4,2024-07-26 19:52:45.086714
2024-07-26 19:54:15,CRUDEOILM14AUG24P6500,SHORT_EXIT,198.9,2024-07-26 19:54:20.081563
2024-07-26 20:08:40,CRUDEOILM14AUG24C6400,LONG ENTRY,174.9,2024-07-26 20:08:45.019849
