time,stat,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
2023-09-05 12:30:00,Ok,1693897200,19562.4,19564.45,19544.2,19551.3,0.00,0,0,0,0
2023-09-05 12:35:00,Ok,1693897500,19551.05,19556.5,19544.8,19545.9,0.00,0,0,0,0
2023-09-05 12:40:00,Ok,1693897800,19546.55,19546.65,19535.55,19536.55,0.00,0,0,0,0
2023-09-05 12:45:00,Ok,1693898100,19537.1,19541.25,19532.05,19539.3,0.00,0,0,0,0
2023-09-05 12:50:00,Ok,1693898400,19540.05,19549.75,19540.05,19544.6,0.00,0,0,0,0
2023-09-05 12:55:00,Ok,1693898700,19544.9,19555.3,19544.45,19549.2,0.00,0,0,0,0
2023-09-05 13:00:00,Ok,1693899000,19549.15,19552.6,19543.95,19543.95,0.00,0,0,0,0
2023-09-05 13:05:00,Ok,1693899300,19545.25,19549.95,19544.6,19546.55,0.00,0,0,0,0
2023-09-05 13:10:00,Ok,1693899600,19545.8,19557.25,19545.2,19555.65,0.00,0,0,0,0
2023-09-05 13:15:00,Ok,1693899900,19556.55,19557.35,19545.15,19545.15,0.00,0,0,0,0
2023-09-05 13:20:00,Ok,1693900200,19545.35,19547.35,19527.7,19527.7,0.00,0,0,0,0
2023-09-05 13:25:00,Ok,1693900500,19528.45,19537.1,19526.7,19534.8,0.00,0,0,0,0
2023-09-05 13:30:00,Ok,1693900800,19536.65,19547.3,19534.5,19535.45,0.00,0,0,0,0
2023-09-05 13:35:00,Ok,1693901100,19537.1,19549.8,19536.0,19545.5,0.00,0,0,0,0
2023-09-05 13:40:00,Ok,1693901400,19545.9,19549.15,19542.75,19543.65,0.00,0,0,0,0
2023-09-05 13:45:00,Ok,1693901700,19543.4,19556.05,19542.75,19552.45,0.00,0,0,0,0
2023-09-05 13:50:00,Ok,1693902000,19552.95,19553.95,19544.0,19544.1,0.00,0,0,0,0
2023-09-05 13:55:00,Ok,1693902300,19543.9,19549.95,19541.3,19547.05,0.00,0,0,0,0
2023-09-05 14:00:00,Ok,1693902600,19547.45,19557.05,19547.3,19548.9,0.00,0,0,0,0
2023-09-05 14:05:00,Ok,1693902900,19549.5,19560.4,19549.5,19554.5,0.00,0,0,0,0
